"Season","TeamName","FG2Pct","RankFG2Pct","FG3Pct","RankFG3Pct","FTPct","RankFTPct","BlockPct","RankBlockPct","OppFG2Pct","RankOppFG2Pct","OppFG3Pct","RankOppFG3Pct","OppFTPct","RankOppFTPct","OppBlockPct","RankOppBlockPct","FG3Rate","RankFG3Rate","OppFG3Rate","RankOppFG3Rate","ARate","RankARate","OppARate","RankOppARate","StlRate","RankStlRate","OppStlRate","RankOppStlRate","DFP"
2017,"Arizona St.",48.6533449174631,200,36.6071428571429,96,74.885145482389,44,8.7893864013267,181,55.8872305140962,343,36.4071856287425,261,71.1947626841244,222,11.2945264986968,318,43.771372740596,26,40.9113179813817,311,48.4234234234234,265,63.4969325153374,343,0.080826597783518,215,0.0712440629947504,29,-6.06743168678203
2017,"Arkansas",50,143,36.5203761755486,100,76.1212121212121,26,12.5915080527086,39,46.705710102489,71,33.2070707070707,80,70.4626334519573,176,7.78795811518325,60,29.455216989843,321,36.7006487488415,194,50.2507522567703,221,50.2774694783574,116,0.107871097918243,28,0.072560774498962,36,7.29527906612275
2017,"Arkansas Pine Bluff",42.8709055876686,345,34.4463971880492,193,64.8956356736243,326,8.85245901639344,176,54.3169398907104,331,32.6013513513514,58,70.6349206349206,190,8.76685934489403,142,35.4075917859365,203,39.2833443928334,272,46.9578783151326,294,59.4202898550725,315,0.122676512859986,9,0.139033381241318,351,8.82726366696513
2017,"Arkansas St.",49.6569468267581,159,37.7459749552773,57,63.5474860335196,342,7.22673893405601,253,49.7741644083108,192,32.088285229202,38,68.3098591549296,62,10.6346483704974,291,32.4057971014493,269,34.7287735849057,122,48.2278481012658,269,54.1891891891892,239,0.0745542569777392,270,0.0801809933534176,102,7.53129955970495
2017,"Army",50.6172839506173,116,35.1145038167939,162,65.9533073929961,307,4.73029045643154,348,50.1244813278008,210,33.8006230529595,102,68.8102893890675,85,11.301044634378,320,42.7406199021207,38,34.7590687601516,124,61.3102595797281,18,51.7661388550548,161,0.0740149802774454,273,0.10060718876036,316,6.15362840129955
2017,"Auburn",48.4745762711864,211,36.6286438529785,94,67.2248803827751,281,13.4217067108534,22,48.7158243579122,144,35.6862745098039,209,72.0261437908497,263,7.96610169491525,75,40.0711020822753,83,38.7931034482759,258,48.8966318234611,254,50.6387921022067,127,0.0973501977425892,80,0.0812626650647884,112,6.01751688048334
2017,"Austin Peay",52.1956087824351,55,35.1851851851852,160,71.7125382262997,123,6.35208711433757,305,56.8965517241379,348,36.998514115899,287,73.2824427480916,316,7.88423153692615,68,37.218045112782,153,37.9154929577465,232,39.4808743169399,351,51.2557077625571,144,0.0708914351823362,293,0.0797528645801282,96,3.24645064557638
2017,"BYU",50.9365994236311,103,34.4311377245509,194,73.3026467203682,82,11.7293233082707,58,47.5187969924812,99,32.387706855792,49,64.5494830132939,3,7.27665706051873,36,32.4902723735409,268,38.8786764705882,264,56.9903948772679,64,53.4216335540839,210,0.0871705565878954,171,0.0922295621041571,249,-0.14417725876587
2017,"Ball St.",51.7060367454068,78,37.639751552795,58,72.1167883211679,110,8.63636363636364,188,46.2121212121212,57,35.6050069541029,202,71.9945355191257,262,9.53630796150481,210,41.3244353182752,60,35.262383521334,139,55.8165548098434,91,46.6512702078522,43,0.0790323653916044,232,0.0999165655728055,312,9.22627226241492
2017,"Baylor",52.2047244094488,54,35.2657004830918,157,71.875,117,13.1726907630522,30,44.9799196787149,24,32.2239031770045,44,72.4738675958188,282,9.60629921259843,216,32.8397673188789,257,34.6799580272823,118,59.297052154195,37,58.0853816300129,306,0.0799882503135133,224,0.0822478054071153,124,0.401041794379516
2017,"Belmont",60.9254498714653,1,34.0646651270208,217,77.0661157024793,13,6.45161290322581,297,48.6486486486486,141,31.7929759704251,31,74.5353159851301,340,11.0539845758355,307,52.676399026764,2,32.0497630331754,38,60.3381014304291,23,45.3424657534247,28,0.0627575987747326,338,0.0831787221855583,133,11.0633317193438
2017,"Bethune Cookman",45.9836065573771,297,32.2727272727273,295,66.1016949152542,300,7.41394527802295,241,54.6337157987643,335,33.59375,92,67.1368124118477,25,9.67213114754098,221,35.1063829787234,212,36.0970107163001,170,52.9715762273902,154,59.8321342925659,322,0.0989036622346629,70,0.0755773268019594,51,2.80229863202294
2017,"Binghamton",47.052740434333,267,34.4103392568659,196,69.3251533742331,213,6.80272108843537,274,51.3119533527697,248,35.7495881383855,213,68.5009487666034,74,9.51396070320579,206,39.0290037831021,110,37.1026894865526,210,50.4491017964072,217,54.6308724832215,245,0.075091292496014,266,0.088463714447359,195,2.68936825459651
2017,"Boise St.",51.5296367112811,82,34.8011363636364,175,71.4689265536723,132,6.18892508143322,308,47.0684039087948,82,34.1555977229602,119,72.9251700680272,304,13.9579349904398,349,40.2285714285714,78,30.02849002849,18,47.5765306122449,280,49.4722955145119,93,0.0700962678318835,303,0.0861313617803536,165,13.3920803214595
2017,"Boston College",49.0802675585284,184,37.4269005847953,66,67.9856115107914,261,7.29253981559095,248,53.2271584241408,310,35.3941267387944,192,75.5829903978052,350,10.0334448160535,245,36.3829787234043,177,35.1630434782609,138,56.1091340450771,84,57.9861111111111,305,0.0771489373164884,244,0.106025913853945,333,4.2035839716678
2017,"Boston University",50.0478468899522,142,35.2624495289367,158,69.5652173913043,203,7.63956904995103,235,47.5024485798237,96,36.5013774104683,263,68.4615384615385,71,9.85645933014354,233,41.5548098434004,53,41.5569547796222,321,53.8853503184713,139,57.2,294,0.116289633869356,14,0.0990278913418734,306,-0.0281796800071152
2017,"Bowling Green",46.4733542319749,285,34.0872374798061,214,66.2739322533137,295,6.97872340425532,262,53.2765957446809,313,35.2395672333849,181,73.2371794871795,315,9.63949843260188,218,32.664907651715,263,35.5104281009879,147,46.5174129353234,303,47.6580796252927,58,0.0938548224524529,114,0.0859234290057668,161,9.0306978388779
2017,"Bradley",46.0185185185185,295,35.3140916808149,156,67.7603423680457,269,10.6324472960587,97,46.7461044912924,73,34.6045197740113,148,71.2534059945504,226,9.72222222222222,225,35.2905931695626,207,39.355197331851,277,51.2056737588652,197,58.4105960264901,310,0.0863906334365853,176,0.113217198556367,341,1.52327735012492
2017,"Brown",49.0364025695932,187,35.5519480519481,145,75.7971014492754,29,5.10725229826353,341,58.6312563840654,351,37.4125874125874,298,71.1221122112211,213,13.169164882227,346,39.741935483871,93,36.8794326241135,202,53.9143279172821,138,54.0609137055838,233,0.100457529341556,64,0.0964790133280286,287,6.63178952235044
2017,"Bryant",49.1914893617021,179,33.7243401759531,228,72.0853858784893,114,5.84192439862543,324,52.1477663230241,277,33.5766423357664,91,74.1329479768786,336,9.87234042553191,236,36.725901992461,167,37.0470524607896,209,54.8267326732673,115,49.8207885304659,102,0.0932322570162316,120,0.0865087769429457,170,6.29257942326938
2017,"Bucknell",54.3496271748136,24,37.9310344827586,50,68.0821917808219,251,9.67509025270758,136,46.4981949458484,64,34.2313787638669,124,65.9670164917541,12,8.69925434962718,135,38.4497705252422,122,31.2996031746032,27,54.140127388535,131,49.3023255813954,87,0.101991773877762,54,0.0995633983092435,307,11.1335509693675
2017,"Buffalo",51.4084507042254,87,33.0422125181951,262,68.6764705882353,230,9.51972555746141,144,45.7975986277873,48,35.126582278481,176,67.9636835278859,45,9.0669014084507,171,37.6851343938563,143,35.1501668520578,136,51.4180024660912,192,50.6613756613757,128,0.0778769476311485,239,0.087837952560714,183,9.10869236870055
2017,"Butler",54.4763513513514,22,36.5546218487395,99,74.1477272727273,58,8.39160839160839,204,51.3111888111888,247,33.3333333333333,83,69.7058823529412,130,7.34797297297297,38,37.6185458377239,147,37.7245508982036,225,50,226,44.7432762836186,21,0.0894601988969471,151,0.0742606505406697,40,10.1494829153289
2017,"Cal Poly",45.1081359423275,315,33.4739803094233,240,70.3030303030303,170,8.88501742160279,173,50,202,39.8126463700234,341,72.2222222222222,270,9.37178166838311,193,42.2711058263971,43,27.1111111111111,3,42.7514792899408,339,51.3440860215054,145,0.0763529916665065,252,0.071228629809694,28,15.2637494837077
2017,"Cal St. Bakersfield",46.9125902165196,273,34.1216216216216,212,63.8054363376252,338,12.6692456479691,37,41.0058027079304,3,31.6788321167883,29,68.8039457459926,82,9.06174819566961,170,32.1914083741164,278,39.848749272833,290,56.7979669631512,67,54.4461778471139,242,0.111400832177531,19,0.0856588072122053,158,7.17774214587856
2017,"Cal St. Fullerton",50.5706760316067,118,30.8219178082192,326,70.203488372093,171,9.49367088607595,145,48.8245931283906,148,34.2465753424658,125,72.5738396624473,287,8.95522388059701,160,33.8943702843877,238,34.5562130177515,111,45.5026455026455,316,49.4594594594595,92,0.0962573617883605,91,0.0842827617572726,139,11.0170376171952
2017,"Cal St. Northridge",49.3956486704271,170,33.6842105263158,229,74.0740740740741,62,6.41666666666667,300,49.5833333333333,179,38.3673469387755,325,72.9078014184397,303,8.38033843674456,112,23.4423195558297,350,28.9940828402367,11,49.2577597840756,244,47.6372924648787,57,0.0946368431853023,109,0.0806344531221708,105,15.8005983179775
2017,"California",46.5918203688853,282,34.0361445783133,218,66.1111111111111,299,12.1283255086072,46,43.4272300469484,12,32.7922077922078,65,67.6970633693972,38,9.86367281475541,234,34.7462061747776,226,32.5237592397043,48,50.6815365551425,211,51.5191545574637,151,0.0726107614834904,280,0.0708611045802737,27,7.16440358646837
2017,"Campbell",50.1814882032668,138,35.5153203342618,146,74.9249249249249,43,10.8443708609272,87,49.9172185430464,198,34.7569955817378,157,72.0930232558139,264,7.89473684210526,71,39.4505494505495,100,35.9830418653948,166,45.7920792079208,312,51.2514898688915,143,0.0923430413311337,128,0.0997479078529698,309,7.76592556804805
2017,"Canisius",51.3776337115073,88,37.1394230769231,74,73.5524256651017,75,4.89296636085627,346,56.039755351682,345,34.2814371257485,127,73.3133433283358,317,9.15721231766613,181,40.27105517909,77,33.8056680161943,83,63.7327677624602,5,48.6486486486486,78,0.0940051294103222,113,0.0780651292059632,76,9.76660997804684
2017,"Central Arkansas",46.6872110939908,279,37.4592833876222,65,71.7612809315866,122,7.38137082601054,242,52.2847100175747,286,39.237668161435,335,69.5384615384615,118,7.3959938366718,42,32.1129707112971,281,43.9408866995074,337,55.622009569378,98,63.1746031746032,340,0.0761485109864548,254,0.0881269284449982,191,-9.83350805313881
2017,"Central Connecticut",44.6037099494098,328,35.0961538461538,163,61.9850187265918,348,6.87563195146613,273,52.1739130434783,280,38.0097879282219,317,68.6486486486486,78,9.52782462057336,209,25.9675405742821,345,38.2646691635456,241,50.3703703703704,218,55.2736982643525,259,0.0853849071889205,185,0.0941291446721232,265,2.3180283203998
2017,"Central Michigan",48.4720758693361,213,36.4423076923077,101,79.100145137881,2,6.0790273556231,316,53.8753799392097,322,35.1315789473684,177,70.5621301775148,184,10.958904109589,303,52.2875816993464,3,36.6088631984586,190,40.2860548271752,349,45.6967213114754,29,0.0666328519180971,327,0.0743212579086468,42,6.94414544905377
2017,"Charleston Southern",47.9925303454715,231,33.3333333333333,246,67.6975945017182,270,7.8974358974359,224,53.2307692307692,311,37.3310810810811,294,73.9263803680982,331,10.1774042950514,255,35.5595667870036,197,37.7791959157626,229,40.5063291139241,348,53.7837837837838,223,0.0718626963801078,286,0.0703337028401055,23,4.80107236386272
2017,"Charlotte",47.5265017667844,252,37.4792703150912,63,74.5762711864407,48,6.79456434852118,275,51.7186250999201,257,35.7541899441341,214,70.5974842767296,185,8.74558303886926,139,34.7550432276657,224,30.0335570469799,19,45.1570680628272,321,46.4839094159714,40,0.0849907694451217,186,0.0822041868403636,122,15.5786286224208
2017,"Chattanooga",53.2520325203252,38,33.0578512396694,259,71.2948517940718,135,12.1323529411765,45,49.7242647058824,188,35.2564102564103,183,75.3022452504318,347,10.2642276422764,265,38.0742605412209,135,30.0771208226221,20,46.9613259668508,293,49.5750708215297,98,0.10897517504774,25,0.0947167409293444,272,13.603524190889
2017,"Chicago St.",40.6976744186046,350,30.4065040650407,334,70.8939708939709,151,6.37837837837838,302,55.6756756756757,341,36.139896373057,241,70.265780730897,165,10.5545617173524,286,35.4875937680323,200,45.4920447849146,344,45.7943925233645,311,66.624685138539,350,0.0882835315851406,159,0.0877957772669906,181,-10.0237185754248
2017,"Cincinnati",52.1449704142012,59,34.5098039215686,188,68.6046511627907,234,14.2971887550201,12,41.4457831325301,5,34.3835616438356,134,73.5652173913043,321,8.28402366863905,96,36.136041568257,180,36.9620253164557,205,57.6883384932921,53,52.9335071707953,197,0.110147905336348,21,0.0554975984579293,1,2.83995648330188
2017,"Clemson",49.7637795275591,155,35.7249626307922,134,73.1231231231231,88,10.6820049301561,93,51.0271158586689,238,35.6241234221599,205,76.4453961456103,351,8.81889763779528,149,34.5023207839092,229,36.9430051813472,204,47.5315729047072,281,48.4571428571429,75,0.104742961885819,38,0.0748800748800749,46,3.84421737906425
2017,"Cleveland St.",46.4646464646465,286,30.7132459970888,327,68.3809523809524,239,8.57959961868446,192,51.6682554814109,255,35.2941176470588,185,68.2352941176471,57,9.27456382001836,185,38.6824324324324,117,35.5255070682237,148,44.2119944211994,330,60.3217158176944,329,0.102138830056976,51,0.0735017749008144,37,4.9345376732302
2017,"Coastal Carolina",48.0320699708455,228,32.7814569536424,268,65.4654654654655,317,8.88888888888889,171,49.7435897435897,189,33.8417540514776,105,70.2216066481994,164,9.11078717201166,175,39.7717295873573,91,47.2735466426318,351,44.9790794979079,323,52.6147278548559,192,0.0834238043540369,194,0.0796144982191494,93,-5.47844540148258
2017,"Colgate",49.3589743589744,172,36.1428571428571,116,67.8244972577697,265,7.67735665694849,230,50.0485908649174,207,37.5579598145286,302,68.9335394126739,91,10.4700854700855,279,42.7872860635697,37,38.6038186157518,248,55.3846153846154,105,53.957783641161,231,0.0758018187669094,257,0.111557393656961,339,3.9037753536294
2017,"College of Charleston",49.1379310344828,181,33.179012345679,256,74.0932642487047,60,9.69957081545064,134,48.9270386266094,155,31.0773480662983,16,66.334991708126,14,9.56896551724138,213,35.8407079646018,188,38.3271572260455,244,43.9490445859873,333,48.5534591194969,76,0.083851364536002,192,0.0584283444373205,2,5.59632849574889
2017,"Colorado",49.9197431781701,147,35.0574712643678,166,70.0960219478738,178,11.952861952862,49,47.3063973063973,91,36.8275862068966,275,70.7241910631741,200,10.1123595505618,250,35.8393408856849,189,37.8985886042865,231,52.8868360277136,155,49.4571773220748,90,0.0717324031448535,288,0.0809176498890116,108,4.46584996015203
2017,"Colorado St.",46.5964343598055,281,34.0689655172414,216,72.5935828877005,100,9.71524288107203,130,46.6499162479062,69,31.4214463840399,24,68.1889763779528,53,8.58995137763371,126,37.0086778968862,157,40.1803607214429,299,44.647201946472,326,47.9604449938195,65,0.08878446488412,155,0.0818549456736521,119,2.71667580390573
2017,"Columbia",47.239263803681,261,35.9154929577465,126,71.1111111111111,142,9.38628158844765,150,50.1805054151625,214,36.1069836552749,237,68.7739463601533,81,9.71370143149284,224,36.7399741267788,166,44.7473404255319,341,59.6096096096096,32,62.2727272727273,339,0.0973289225469557,81,0.0858462968532138,160,-6.6253677529884
2017,"Connecticut",46.0930640913082,294,35.3618421052632,153,71.6417910447761,128,15.1111111111111,8,43.0222222222222,10,32.96853625171,72,70.03367003367,154,7.81387181738367,64,34.80251860332,223,39.385775862069,280,55.6756756756757,95,54.0689655172414,234,0.0670379108895004,325,0.0946137891277346,271,-0.655567964764924
2017,"Coppin St.",41.6744186046512,349,31.651376146789,314,63.6758321273517,340,6.66023166023166,286,55.019305019305,338,35.632183908046,206,69.0751445086705,100,10.046511627907,247,37.8253325621747,142,40.1847575057737,300,46.412213740458,305,54.1564792176039,238,0.0802090152574061,222,0.0797371975205978,95,3.01317943115872
2017,"Cornell",53.5555555555556,31,33.3333333333333,246,69.8072805139186,190,6.5236818588025,294,51.1170688114388,241,35.5670103092784,198,73.9852398523985,334,11.1111111111111,311,43.1818181818182,32,34.2151675485009,98,55.2112676056338,109,51.219512195122,142,0.0715308476780612,291,0.105045300785964,330,6.49622800036223
2017,"Creighton",56.4491654021244,6,39.7834912043302,13,68.3478260869565,240,7.65696784073507,233,50.1531393568147,212,32.9829172141919,73,68.9256198347107,90,7.5113808801214,46,35.9261059795819,186,36.8166424770198,200,55.8766859344894,89,47.7924944812362,62,0.0830884588104165,197,0.0920052690242172,246,6.89783071151388
2017,"Dartmouth",48.1069042316258,226,35.3463587921847,154,70.9090909090909,150,4.83234714003945,347,53.5502958579882,316,34.9911190053286,172,70.8677685950413,205,14.1425389755011,350,38.5352498288843,120,35.7006975269499,160,48.9698890649762,253,45.1351351351351,23,0.0681629147760699,322,0.100080470107722,314,7.38483562802503
2017,"Davidson",51.9402985074627,67,34.1121495327103,213,75.2981260647359,36,8.53462157809984,195,45.8132045088567,49,38.1329113924051,320,68.96,92,10.8457711442786,301,45.996775926921,13,33.7246531483458,81,61.4250614250614,16,51.4814814814815,150,0.0727727303167623,278,0.0959885706632141,280,7.18279652608365
2017,"Dayton",51.0476190476191,99,38.43797856049,35,69.2828146143437,215,11.2608277189605,70,47.1607314725698,85,32.3008849557522,46,71.1920529801324,221,10.952380952381,302,38.3440986494422,125,39.4874781595807,284,61.3722998729352,17,55.4301833568406,263,0.105949801634555,34,0.0618040509534901,5,2.67958769284978
2017,"DePaul",47.6612903225806,248,32.6241134751773,277,73.5202492211838,77,8.82917466410749,178,53.6468330134357,319,36.0912981455064,236,73,309,8.54838709677419,123,31.2638580931264,292,40.2180149168101,301,47.0967741935484,288,60.5911330049261,334,0.0961310631960194,92,0.0920691872863284,248,-0.597937998546277
2017,"Delaware",47.7453580901857,240,30.03300330033,337,68.515205724508,236,9.70677451971689,132,51.567239635996,253,36.9958275382476,286,66.6666666666667,17,10.5216622458002,285,34.8877374784111,219,42.096018735363,324,49.0304709141274,250,60.0515463917526,323,0.0805351219245953,217,0.0863569379673372,167,-3.58183188822266
2017,"Delaware St.",44.6991404011461,324,35.0591715976331,165,66.281310211946,294,8.24742268041237,209,52.5773195876289,296,34.6883468834688,153,72.7544910179641,298,9.55109837631328,212,39.2338943702844,107,43.2084309133489,331,54.7517730496454,118,59.7911227154047,321,0.0782156151888895,235,0.0908467083249835,227,-2.49200764662023
2017,"Denver",52.0814880425155,61,40.1801801801802,11,73.4133790737564,80,6.14793467819404,311,49.9519692603266,199,35.8118361153263,218,73.9457831325301,332,8.94596988485385,159,32.9572446555819,254,38.7647058823529,257,55.7336621454994,94,46.1640211640212,36,0.0718851275661493,285,0.0987222418575117,303,6.83606071851785
2017,"Detroit",48.3927019982624,214,36.9969040247678,82,66.7153284671533,287,6.89338235294118,271,57.2610294117647,349,37.6160990712074,303,69.8450536352801,142,10.4257167680278,276,35.9488035614914,184,37.2549019607843,214,47.8643216080402,274,52.1939953810624,177,0.0871893602425369,169,0.0880745314125119,189,9.88906982159313
2017,"Drake",45.2475247524753,313,34.5060893098782,189,75.5905511811024,32,6.44583706356312,299,51.9247985675918,266,36.7692307692308,272,69.7416974169742,136,11.980198019802,336,42.2527158376215,44,36.7855121675156,199,52.6685393258427,161,49.2063492063492,83,0.0863291906638375,177,0.0965140951803577,288,5.13954610084444
2017,"Drexel",48.477366255144,210,34.8571428571429,173,66.6115702479339,290,8.00681431005111,219,52.6405451448041,300,35.9820089955022,230,69.2098092643052,107,9.30041152263374,188,36.5535248041775,174,36.23030961434,173,53.5414165666267,146,51.1655011655012,141,0.0812065608688658,210,0.0891940914461313,208,6.88916774711807
2017,"Duke",53.4743202416918,32,37.8806333739342,53,76.2470308788599,24,10.8860759493671,83,48.8607594936709,150,29.264475743349,4,70.995670995671,212,6.797583081571,14,38.2750582750583,129,28.796755295178,10,47.4975466143278,282,46.7153284671533,44,0.0874761109901541,166,0.067735926651668,13,12.2970087154197
2017,"Duquesne",48.272884283247,218,33.3825701624815,244,67.6470588235294,271,10.0395256916996,120,47.9051383399209,117,35.8547655068079,220,70.6708268330733,193,13.126079447323,345,36.8937329700273,161,34.3198338525441,104,51.0828025477707,203,60.4982206405694,333,0.0691405325362355,310,0.083232870378016,134,0.517517526439123
2017,"East Carolina",44.4641275465013,331,32.0359281437126,299,65.6760772659732,316,13.1741140215716,29,42.6040061633282,8,32.5373134328358,54,72.5233644859813,285,9.65456155890168,220,37.1730662214802,155,34.0447154471545,90,55.0279329608939,112,53.177691309987,203,0.0762631077216396,253,0.0975986200009079,296,2.78796617691334
2017,"East Tennessee St.",55.0712489522213,15,38.1901840490798,41,69.6586599241466,195,13.9784946236559,15,45.6989247311828,44,35.448275862069,193,72.6495726495726,291,9.89103101424979,237,35.3387533875339,205,39.3807713199348,279,53.7527593818985,141,47.7183833116037,60,0.119073199620559,11,0.0968517926491166,292,8.10006365249258
2017,"Eastern Illinois",43.4741784037559,339,36.6153846153846,95,74.8373101952278,45,9.96168582375479,122,47.6053639846743,102,35.8778625954198,222,70.6168831168831,188,8.07511737089202,83,37.9008746355685,138,33.4183673469388,70,56.6333808844508,71,52.2627737226277,180,0.0889894708578662,153,0.0802950972683045,103,9.87908683237974
2017,"Eastern Kentucky",50.1059322033898,141,32.3008849557522,292,71.169686985173,140,9.67741935483871,135,49.7695852534562,191,36.2393162393162,249,73.7075332348597,326,10.1694915254237,254,41.8002466091245,50,35.0299401197605,131,55.635838150289,97,55.4521276595745,264,0.0804867996799923,219,0.107154112826978,336,7.24806805634277
2017,"Eastern Michigan",47.9967293540474,229,33.6397058823529,232,72.1153846153846,112,12.2279792746114,44,50.1554404145078,213,33.92,111,71.7472118959108,249,6.37775960752249,9,30.7866440294284,298,39.3081761006289,275,48.5714285714286,260,64.5114942528736,346,0.125494774091166,6,0.0924186320826417,250,2.0750313099221
2017,"Eastern Washington",53.6502546689304,28,36.8267831149927,90,76.8875192604006,16,12.3064384678077,43,48.1662591687042,124,37.6811594202899,305,71.6101694915254,246,7.47028862478778,45,36.8364611260054,163,35.9937402190923,167,43.5028248587571,336,51.3513513513514,146,0.0640802549952216,335,0.0888284914071693,200,4.97920656323886
2017,"Elon",50.8844953173777,105,35.6608478802993,137,69.6857670979667,193,6.28318584070797,306,48.7610619469027,145,32.2448979591837,45,71.1967545638945,223,10.1977107180021,258,45.4906409529212,15,39.4101876675603,282,54.8387096774194,114,42.1319796954315,4,0.0693397290526341,309,0.0845374778860881,141,5.27450220696808
2017,"Evansville",47.2138554216867,262,36.9426751592357,84,71.1436170212766,141,8.61568247821878,189,47.918683446273,118,34.9085365853659,168,70.9117221418234,207,11.2198795180723,314,19.1230207064555,351,38.8395500296033,261,54.3741588156124,125,55.524861878453,268,0.0754372334936572,260,0.0854006416909327,153,3.55693142486023
2017,"FIU",50.2172024326672,136,32.3586744639376,289,75.5789473684211,33,6.1262959472196,313,52.5918944392083,298,36.2657091561939,252,72.681281618887,295,9.99131190269331,243,30.8293269230769,296,34.42521631644,106,42.8763440860215,338,52.8947368421053,196,0.0856715585633539,182,0.0968240691455656,291,5.81282100783538
2017,"Fairfield",51.9480519480519,66,33.5038363171356,237,68.1818181818182,248,7.32484076433121,243,49.3630573248408,171,33.1230283911672,76,67.7152317880795,39,7.14285714285714,30,42.0430107526882,47,33.5449735449735,76,56.4476885644769,76,47.2289156626506,52,0.0741030076446627,272,0.0892807321020032,209,9.81151060283446
2017,"Fairleigh Dickinson",49.763481551561,156,32.6530612244898,275,77.2727272727273,12,6.4030131826742,301,51.8832391713748,265,34.3696027633851,132,69.6675900277008,129,7.09555345316935,26,35.7446808510638,192,35.2833638025594,140,48.3286908077994,267,56.9333333333333,289,0.0888757948491321,154,0.0888757948491321,202,6.90475914158929
2017,"Florida",50.2606105733433,133,35.8247422680412,131,72.855464159812,95,12.087139845397,47,45.7484188334505,47,30.5084745762712,10,70.6382978723404,191,7.5204765450484,47,36.6210476639924,170,31.3223938223938,28,47.3242392444911,285,40.8716136631331,2,0.106376714882927,33,0.0781142666483484,77,16.6122613029313
