,TeamName,Season,AdjTempo,AdjOE,AdjDE,eFG_Pct_O,eFG_Pct_D,TO_Pct_O,TO_Pct_D,OR_Pct_O,OR_Pct_D,FT_Rate_O,FT_Rate_D,OFF_FT,OFF_2PT,OFF_3PT,DEF_FT,DEF_2PT,DEF_3PT,Size,Hgt1,Hgt2,Hgt3,Hgt4,Hgt5,HgtEff,Exp,Bench,Pts1,Pts2,Pts3,Pts4,Pts5,OR1,OR2,OR3,OR4,OR5,DR1,DR2,DR3,DR4,DR5,FG2Pct,FG3Pct,FTPct,BlockPct,OppFG2Pct,OppFG3Pct,OppFTPct,OppBlockPct,F3GRate,OppF3GRate,ARate,OppARate,StlRate,OppStlRate
2346,Northeastern,2016,65.1741,106.897,103.393,51.6657,51.6551,18.1856,17.2212,25.90529,28.84268,38.65594,27.92312,21.2691,42.1007,36.6302,15.0198,56.917,28.0632,77.65,1.15,1.43,0.93,0.62,0.23,0.85,2.16,32.13,13.88,17.55,25.49,21.35,21.73,11.15,19.04,13.79,22.49,33.53,13.11,20.37,18.57,24.22,23.73,48.4879,37.2497,72.214,8.2731,52.0482,33.9172,65.392,10.6855,43.0213,33.5291,61.5789,54.2393,0.0836,0.0831
2347,TCU,2016,69.5269,101.543,98.0437,45.7182,50.8864,20.674,21.1065,29.33884,31.52665,45.63536,41.38504,25.0792,49.5247,25.3961,22.128,49.2582,28.6138,77.3,0.11,-0.82,1.13,1.16,1.01,2.17,1.42,34.44,22.07,17.27,16.94,19.77,23.96,6.75,5.6,14.82,39.08,33.76,14.93,15.06,17.11,24.76,28.14,43.6901,33.5125,67.0702,10.8808,50.1727,34.7759,69.8795,12.0607,30.8287,35.8449,52.0436,60.2978,0.0921,0.1064
2348,Middle Tennessee,2016,67.5556,103.144,99.21,51.6998,49.4404,17.0833,19.4048,28.713690000000003,25.71429,34.93724,42.3615,17.0025,49.3703,33.6272,22.1929,49.6697,28.1374,76.69,-0.02,-0.04,0.84,-0.19,-1.02,-1.21,1.75,32.57,18.53,17.96,18.97,22.49,22.05,6.51,10.16,20.4,35.12,27.82,15.63,17.2,20.69,26.53,19.95,47.766000000000005,39.207,60.6287,9.7956,48.0409,34.7471,66.5786,8.0422,35.6172,34.3033,50.0585,50.0644,0.0894,0.0845
2349,Green Bay,2016,76.1219,108.225,104.236,49.7511,51.4974,15.7743,21.0703,30.87393,32.02819,42.21719,35.75105,21.7716,52.2946,25.9338,19.9345,51.3641,28.7013,76.72,0.61,-0.23,0.23,0.16,-1.05,-0.89,2.07,31.62,22.49,20.84,20.83,18.62,17.22,6.27,21.21,20.34,23.07,29.1,12.61,16.94,22.94,26.37,21.15,48.5149,34.964,65.5949,11.1111,49.9646,36.326,71.7277,10.363,31.448,33.8793,48.364,50.3612,0.121,0.0775
2350,Toledo,2016,68.8439,108.308,104.282,52.7198,50.9669,16.6462,17.2899,27.89821,24.58564,34.285709999999995,28.83978,19.5725,48.8684,31.5591,16.9293,47.8163,35.2544,77.73,2.17,1.14,-0.28,1.24,0.48,1.72,1.37,27.31,15.81,22.58,15.89,21.97,23.75,6.89,8.57,25.94,21.82,36.79,20.52,10.95,11.97,24.52,32.04,51.6844,36.2717,74.8397,5.4434,46.6198,38.8972,72.0307,8.6879,38.022,37.0718,59.7122,50.5051,0.075,0.0924
2351,Illinois,2016,67.9878,106.74,102.588,50.1505,53.6016,14.9342,18.9919,21.5,28.11951,30.4566,26.52757,18.4747,47.6346,33.8907,15.1062,49.7246,35.1692,77.49,2.61,0.14,-0.25,-0.07,1.14,1.07,1.47,35.14,17.53,17.53,18.41,23.26,23.27,5.69,5.69,14.21,30.4,44.01,15.75,15.75,19.31,24.61,24.58,47.5183,36.2565,74.6293,5.2419,50.9677,38.5511,71.9101,10.0895,38.3342,38.4004,53.6585,54.086000000000006,0.0832,0.0707
2352,Albany,2016,65.9133,106.485,102.297,50.725,48.6685,18.3848,18.7042,34.82309,25.56326,43.33519,27.22826,24.303,52.6009,23.0961,15.955,52.3698,31.6753,76.92,0.81,1.14,-0.82,-0.29,-0.14,-0.43,2.13,27.62,21.4,23.38,23.38,17.47,14.37,5.06,11.96,11.96,35.17,35.85,15.18,20.48,20.48,21.7,22.17,51.8033,32.2862,75.1609,4.4104,50.225,30.8642,67.8643,10.7377,31.9576,39.6196,48.5924,50.3193,0.0935,0.0803
2353,Grand Canyon,2016,69.0507,105.553,101.295,49.786,48.1308,16.86,19.0961,32.02726,27.26488,41.51953,35.12919,22.3937,52.9608,24.6455,19.4202,52.278,28.3019,76.14,-0.93,0.14,-0.14,-0.84,-1.41,-2.26,1.67,35.43,17.93,21.02,24.42,19.49,17.14,10.58,14.05,22.12,28.63,24.62,13.03,13.56,21.62,27.86,23.93,48.2523,35.6239,69.20100000000001,6.7406,48.4642,31.6847,66.0407,9.6505,29.588,35.569,55.648999999999994,44.5019,0.0854,0.0859
2354,Columbia,2016,64.7558,111.788,107.244,53.5246,51.4525,15.8701,18.9623,28.45528,26.909090000000006,37.86885,34.58101,20.5918,41.3458,38.0624,18.8189,48.6558,32.5253,77.41,2.18,0.28,-0.32,0.65,0.34,1.0,2.16,35.82,21.85,23.39,14.17,20.29,20.3,7.75,11.39,25.38,28.98,26.5,18.27,17.27,16.97,21.94,25.55,50.5451,38.1242,73.3045,9.7273,50.1818,35.6522,68.9822,10.4063,44.8634,38.5475,57.7157,53.8847,0.0928,0.0678
2355,Siena,2016,69.7553,108.274,103.717,52.0331,47.2317,22.1992,17.2796,39.08935,29.96139,40.76305,38.41254,22.0384,53.7044,24.2572,22.6324,50.1605,27.2071,77.78,1.58,1.96,1.34,1.02,-0.89,0.13,1.53,29.16,16.69,19.27,19.57,22.55,21.92,12.48,11.53,18.23,28.87,28.9,15.87,14.89,17.53,25.56,26.15,50.7463,36.7521,72.1675,11.5931,46.7464,32.1023,71.9388,8.742,29.3675,34.4929,52.9602,45.8284,0.0854,0.1033
2356,New Mexico,2016,70.8727,108.209,103.296,52.0202,48.4888,21.0497,16.9519,30.45187,28.5596,43.93939,37.05055,23.7664,52.0559,24.1776,20.7411,47.7002,31.5588,78.3,1.6,1.43,1.31,0.9,2.39,3.29,1.26,27.6,20.1,26.91,16.24,22.43,14.32,11.37,13.97,13.35,26.06,35.26,19.09,18.82,15.64,23.42,23.02,50.9662,36.2963,73.8186,11.2263,48.3592,32.4573,68.4951,10.467,30.303,39.6561,55.7298,56.0099,0.0776,0.1074
2357,Louisiana Lafayette,2016,70.1544,110.054,105.04,48.8022,49.8938,17.4747,16.5112,37.67404000000001,26.40693,42.15087,35.52841,23.1541,51.9262,24.9197,19.9062,52.6002,27.4936,76.96,0.47,0.12,-0.37,-0.49,1.16,0.67,2.13,33.1,14.85,23.02,15.36,18.1,28.67,6.47,8.94,13.17,30.39,41.04,13.08,13.13,14.25,21.77,37.77,49.8843,31.1278,69.7703,8.6758,46.9559,37.7856,69.8057,9.4834,33.894,30.2177,46.7213,43.6298,0.0893,0.0784
2358,Milwaukee,2016,65.8714,112.092,107.007,52.8371,51.3684,15.7896,15.6033,27.13755,25.60521,38.25843,29.55665,21.8854,42.1096,36.005,16.7996,54.343999999999994,28.8564,76.35,-2.79,0.37,0.04,0.01,0.24,0.25,2.12,25.2,19.04,17.9,17.38,21.99,23.68,10.36,18.63,20.38,22.37,28.26,13.21,16.28,17.34,24.0,29.16,51.9467,35.9453,77.3862,6.1905,48.6508,38.2716,70.1852,9.3238,45.1685,31.0345,64.196,48.1928,0.0615,0.0745
2359,New Mexico St.,2016,65.2274,103.135,97.4598,50.1942,44.7861,20.2492,16.2271,36.00729000000001,25.12235,36.90344,28.39572,19.8849,58.1931,21.9221,17.4877,53.398999999999994,29.1133,78.26,-0.21,0.89,1.45,1.97,3.31,5.28,1.05,29.91,21.48,16.4,14.83,31.47,15.81,6.07,8.31,14.99,38.61,32.01,17.27,15.8,15.9,31.93,19.09,50.7336,32.5444,67.5188,11.7785,42.2777,33.5034,66.855,5.1737,28.1354,31.4439,53.4063,46.82,0.0624,0.08
2360,Old Dominion,2016,61.2725,106.29,100.494,47.8895,45.4659,14.4128,17.2454,36.59606,27.06147,31.02829,35.77479,18.0876,63.5945,18.317999999999998,21.9752,48.3968,29.628,76.72,1.55,-0.84,0.28,0.16,-1.41,-1.26,1.9,32.37,21.43,21.75,24.69,16.71,15.43,4.22,4.37,17.88,40.91,32.62,16.34,16.69,19.53,25.72,21.72,48.7345,30.1136,68.1621,11.7739,44.427,31.5143,71.5877,7.1218,23.709,36.5222,51.1651,50.0627,0.0921,0.0671
2361,Davidson,2016,70.154,114.265,107.909,52.0398,51.979,14.1659,15.7836,24.85356,30.75616,32.33044,30.61122,19.1683,44.3564,36.4752,17.1987,54.4294,28.3719,75.85,-1.22,-2.54,-1.2,0.82,-0.47,0.35,1.71,30.1,21.54,27.08,16.87,18.42,16.1,6.23,12.13,23.57,37.39,20.69,15.2,14.56,24.1,26.06,20.08,51.1416,35.4503,76.3407,7.657,52.2205,34.3478,70.5401,9.4977,44.1611,34.5691,55.0173,48.4222,0.0638,0.0774
2362,Long Beach St.,2016,69.7471,107.533,101.067,49.6914,51.1064,17.4085,19.7862,27.73312,30.605290000000004,37.60288,38.72497,20.6571,46.078,33.2649,20.8486,49.7756,29.3758,75.58,-3.13,-0.7,0.35,-0.84,-1.68,-2.52,1.59,34.2,18.41,14.92,22.96,25.44,18.28,8.63,10.55,19.6,24.05,37.16,15.36,14.43,23.07,25.57,21.58,46.4404,36.6848,68.8098,6.8482,50.33,34.9854,69.5238,10.0993,37.8601,36.1433,59.6871,54.9412,0.0887,0.0747
2363,Cal St. Bakersfield,2016,67.6197,103.37,96.8714,49.3103,45.1983,18.1775,21.5311,34.13729,29.65328,38.04598,42.06939000000001,20.1489,57.2359,22.6152,23.8915,48.096000000000004,28.0125,75.53,-2.39,-0.59,-0.82,-2.17,-0.27,-2.44,1.78,32.08,19.34,13.6,24.61,21.86,20.59,11.34,12.4,25.82,28.41,22.03,15.2,16.25,22.34,19.99,26.22,48.5016,34.321999999999996,65.4079,13.9147,42.7644,33.3955,67.4521,8.2019,27.1264,33.2094,57.7864,47.8125,0.1118,0.0797
2364,Fresno St.,2016,68.9375,107.084,100.385,48.4211,48.8148,15.0906,21.0159,29.99192,29.68617,37.69424,46.36163,21.3675,53.2357,25.3968,24.8621,45.227,29.9109,77.19,0.62,0.89,-0.02,0.33,0.23,0.55,2.29,34.29,15.67,24.3,23.9,17.83,18.3,8.59,6.91,21.49,26.99,36.02,15.84,17.93,18.72,19.96,27.56,47.0165,34.4371,69.8138,11.0708,48.3666,33.0056,69.679,7.5485,30.2757,39.2503,49.42,53.776,0.1177,0.0644
2365,Marquette,2016,70.033,107.265,100.238,51.9597,48.6734,19.9984,19.05,28.09395,30.70175,40.4661,27.97877,22.0501,54.8272,23.1228,17.5654,52.2876,30.1471,78.03,0.42,1.26,0.54,2.03,2.02,4.06,0.84,29.49,15.96,21.63,18.52,18.76,25.12,7.27,9.96,12.45,29.0,41.32,13.44,15.03,18.36,25.14,28.03,52.4316,33.9161,72.64399999999999,10.1107,47.2325,34.2618,74.1379,8.2067,30.2966,34.6358,60.2941,60.2709,0.1064,0.0952
2366,Chattanooga,2016,66.1763,107.156,99.7384,51.711000000000006,50.5429,18.0356,20.1731,32.339659999999995,28.97778,41.60782,30.89034,22.8212,47.7503,29.4285,17.0971,52.9831,29.9199,76.95,1.55,0.69,-0.28,-0.98,-0.1,-1.08,2.3,31.12,19.81,18.35,19.84,21.3,20.71,9.47,13.34,19.88,27.29,30.02,12.51,16.28,21.68,26.61,22.92,50.6885,35.6406,73.4987,13.073,50.5093,33.7349,67.4868,10.9294,36.8821,36.0478,54.8736,50.3053,0.1078,0.0917
2367,Tennessee,2016,68.8282,110.739,103.282,47.9915,48.5344,15.7641,17.299,32.10803,34.54545,34.07372,37.28976,20.4777,50.0392,29.4832,20.9703,49.9218,29.108,75.91,1.08,-0.03,-0.82,-2.84,-1.7,-4.54,1.92,35.79,24.6,24.85,20.12,20.12,10.31,6.83,11.91,21.97,21.97,37.32,15.21,17.46,20.08,20.08,27.17,47.3684,32.7249,72.5381,11.5129,47.0849,34.1598,69.0722,8.8955,36.2476,34.8871,51.4607,53.1603,0.0747,0.0846
2368,UC Santa Barbara,2016,66.6704,107.069,99.3399,50.2936,46.6554,18.4705,17.4647,28.80911,27.94613,27.44261,41.82125,16.1922,51.5125,32.2954,23.6079,46.2954,30.0966,76.43,-1.39,0.06,-0.06,-0.6,0.24,-0.35,2.11,35.34,12.5,21.0,28.22,19.45,18.83,8.7,13.55,21.14,19.74,36.86,15.58,13.59,22.99,24.32,23.53,48.3709,35.7988,70.8171,8.7452,47.8137,29.9862,68.9516,7.7694,36.0918,40.8657,57.4909,55.2011,0.0846,0.0764
2369,Iona,2016,71.7927,110.602,102.768,53.8289,48.7958,17.5756,19.1998,29.19463,30.95238,32.37195,36.32715,17.618,45.0533,37.3288,20.6446,47.8988,31.4565,76.58,-2.15,0.8,0.43,0.54,-0.63,-0.09,2.18,29.61,11.13,25.89,22.97,20.52,19.49,5.34,9.53,13.0,31.92,40.2,12.55,18.93,17.92,24.46,26.14,52.5288,36.991,71.1214,10.5882,46.0392,35.7939,69.8895,8.6069,43.9582,36.0261,59.9565,53.43600000000001,0.1033,0.0804
2370,Stanford,2016,65.719,107.964,100.036,47.4874,52.0126,17.4595,19.801,30.79922,32.20165,45.28894,39.93711,24.5885,50.8728,24.5387,20.2123,47.0815,32.7062,78.26,2.06,1.63,1.12,2.1,0.51,2.61,1.72,32.04,17.77,17.37,19.38,23.45,22.04,13.03,11.04,21.23,27.56,27.14,14.12,16.18,16.77,26.48,26.45,47.3978,31.7829,68.3773,8.8025,49.9488,36.8679,65.9843,8.6431,32.4121,38.5535,49.5549,57.9832,0.0988,0.0789
2371,Oklahoma St.,2016,63.9046,106.366,98.2077,48.3031,47.0888,19.097,17.5294,28.78366,32.347970000000004,38.26799000000001,40.87055,22.4154,48.6842,28.9004,22.4395,47.3929,30.1676,76.5,-1.71,-1.04,0.79,0.02,0.55,0.57,1.62,38.84,17.59,22.28,19.1,23.08,17.95,9.04,16.16,12.9,22.08,39.82,17.05,20.51,20.06,21.29,21.1,47.786,32.8,72.9358,11.5993,44.7276,34.2314,66.6667,8.6716,36.5711,35.6699,53.8036,49.5172,0.085,0.0974
2372,Hofstra,2016,69.2688,111.202,102.9,51.4358,49.9051,16.6746,16.3776,31.89233,29.96845,39.49622,24.0038,21.0058,46.2669,32.7273,13.9468,55.1329,30.9202,77.16,0.88,-0.12,0.63,0.57,-0.06,0.51,2.27,14.14,16.45,22.83,21.9,18.04,20.78,2.76,5.95,23.42,22.16,45.72,8.51,13.43,17.36,20.37,40.34,50.1257,35.6061,69.2602,7.4552,48.3154,35.3436,67.3913,9.7234,39.8992,33.8235,55.4545,51.7279,0.0866,0.0772
2373,Temple,2016,65.9852,106.619,98.2712,46.9817,46.4414,13.7728,16.1661,29.13386,29.65404,26.62048,28.725040000000003,16.2329,50.0221,33.745,18.6547,54.9776,26.3677,77.51,1.98,0.85,0.71,0.79,-0.66,0.13,2.08,27.28,18.42,16.64,24.27,19.2,21.47,11.96,7.44,17.19,28.67,34.74,16.04,19.47,20.03,20.59,23.86,44.8576,33.6856,68.4015,7.7795,46.2991,31.1606,74.1533,9.4937,37.4567,32.2069,54.1363,50.4326,0.0781,0.065
2374,Stony Brook,2016,66.9582,107.481,98.9433,52.1704,47.6325,17.3091,18.3524,34.83043,25.95281,32.1758,27.6212,17.1478,57.3891,25.4632,17.1975,52.2293,30.5732,76.68,-0.11,0.47,0.08,0.02,-0.94,-0.92,2.27,24.27,21.52,14.02,16.6,18.51,29.34,6.71,8.1,13.42,27.49,44.27,11.47,17.9,18.92,22.3,29.41,50.7235,37.1698,67.1164,12.0275,45.7904,34.0984,71.6327,7.1592,28.7575,34.3856,57.8216,47.3684,0.0868,0.083
2375,Oakland,2016,73.4646,115.936,107.369,53.065,49.6016,15.2056,16.5014,31.27443,29.4714,41.76578,32.09385,23.255,45.3854,31.3596,18.3904,51.3474,30.2622,76.09,-3.05,-0.36,0.04,-0.03,-0.03,-0.06,1.68,31.25,29.47,14.99,17.84,19.1,18.6,8.14,17.79,16.08,22.96,35.03,14.83,15.5,14.99,27.17,27.51,49.2816,39.7985,76.9989,7.9127,48.09,34.9306,69.6552,8.1178,36.321999999999996,35.104,54.3912,54.5825,0.0819,0.0705
2376,James Madison,2016,66.789,107.904,99.3324,51.5922,45.4821,17.1568,15.3804,29.54342,26.96443,36.98324,36.9697,19.6607,46.02,34.3193,22.2327,46.5379,31.2294,77.44,0.75,0.6,1.75,0.45,-0.25,0.2,2.13,36.73,17.42,26.0,18.64,15.69,22.25,10.74,10.19,21.91,23.0,34.15,12.84,17.53,21.8,21.43,26.4,50.9143,35.02,68.2779,8.5249,47.318000000000005,28.6641,70.3428,7.1222,41.9553,42.4793,48.2323,52.4476,0.0626,0.0832
2377,Alabama,2016,64.7681,105.609,96.9576,49.5714,46.5655,19.9257,18.2425,28.31169,34.61847,40.68571,39.13738,20.8846,43.6845,35.4309,21.9893,49.777,28.2337,77.42,-1.06,0.89,1.65,1.17,0.54,1.72,1.86,32.31,22.89,23.98,18.02,20.83,14.28,6.11,10.2,17.6,25.94,40.15,13.08,19.05,20.85,19.9,27.13,48.5309,33.945,64.3258,14.1586,45.1456,32.866,67.0748,9.7264,43.6,34.1853,47.019,48.1144,0.0873,0.086
2378,Arizona St.,2016,67.8477,109.531,100.753,48.098,51.9868,17.0568,18.2561,31.4948,27.8341,37.8322,38.07947,21.2793,46.226000000000006,32.4947,20.4056,51.2041,28.3904,77.21,1.0,0.96,0.49,0.0,-0.3,-0.29,2.08,31.31,23.28,19.58,18.27,20.03,18.84,7.77,12.08,17.28,29.04,33.83,13.17,19.92,19.7,24.89,22.32,46.6036,33.5979,68.7328,7.3005,51.4431,35.3312,70.0,12.8977,39.3955,34.989000000000004,50.8794,58.1928,0.0755,0.0826
2379,William & Mary,2016,68.3011,113.14,104.251,54.8765,49.4605,15.8694,15.2649,25.85106,27.28921,36.60494,27.88189,19.3651,50.1587,30.4762,16.2902,49.6877,34.0221,77.87,2.1,2.2,1.18,-0.04,0.01,-0.03,1.83,27.36,19.15,17.37,20.59,27.16,15.72,8.5,23.07,14.14,14.78,39.5,13.76,28.39,19.38,20.42,18.04,54.6983,36.7816,72.0067,11.0793,49.3792,33.0532,69.0428,9.2977,37.5926,40.5451,59.2021,50.4648,0.0781,0.0877
2380,Akron,2016,67.5306,110.291,101.403,52.7397,46.7536,15.5289,16.7202,28.5028,30.38371,30.62622,32.36596,16.4988,37.2579,46.2432,19.1408,55.2105,25.6487,77.47,-0.82,-0.96,2.08,1.83,1.32,3.15,1.78,33.96,20.26,17.07,19.59,20.0,23.08,7.26,9.73,17.55,30.36,35.1,14.08,16.54,19.49,21.99,27.89,47.9561,38.2325,68.0511,9.5971,47.5458,30.0898,68.3891,7.9761,50.9295,32.8578,55.6314,45.6471,0.0774,0.0838
2381,Nebraska,2016,67.0807,110.224,101.298,50.253,50.0823,17.3787,19.7249,31.78752,28.13322,32.59109,39.68167,19.1368,53.9902,26.873,22.1748,48.7846,29.0405,76.68,-2.31,-0.01,2.09,0.28,-0.52,-0.25,1.43,33.15,13.71,19.56,26.93,25.66,14.14,5.81,9.62,23.1,24.38,37.09,12.38,18.11,23.73,23.62,22.14,49.4039,34.7003,72.9814,9.3101,47.5478,36.6721,71.9225,9.4635,32.085,33.9737,44.9604,53.567,0.1086,0.0778
2382,South Dakota St.,2016,68.2819,110.826,101.245,51.3136,48.0442,17.0964,17.1875,32.42507,25.46917,40.22989000000001,40.19274,22.6485,47.0297,30.3218,23.3379,50.4749,26.1872,76.54,0.61,-1.17,-0.18,-0.62,0.17,-0.45,1.89,32.5,23.72,19.04,13.26,17.16,26.82,5.98,11.79,23.31,22.81,36.11,17.31,16.99,20.92,19.44,25.34,49.6516,36.0825,74.6939,5.7384,47.0886,33.3333,72.7786,10.3659,37.1648,32.8231,43.9264,47.1372,0.0675,0.0816
2383,LSU,2016,72.2566,111.728,101.944,51.0804,51.7566,16.6967,18.753,29.91108,29.54911,43.01508,33.39931,21.8678,54.7271,23.4051,17.735,51.3567,30.9084,78.05,1.07,1.14,0.68,1.8,1.71,3.51,1.14,33.7,15.2,21.31,17.98,22.12,23.39,6.66,7.7,19.35,31.26,35.03,12.88,13.97,15.51,22.38,35.27,51.9708,32.7419,66.472,7.0755,51.3365,34.98,66.8148,7.9562,31.1558,37.0609,55.4098,48.306000000000004,0.1082,0.0806
2384,Northern Iowa,2016,62.3968,108.298,98.2039,53.1181,48.7893,15.1767,18.4953,17.73445,27.41117,33.99558,24.78104,19.5234,44.4816,35.995,15.4464,51.6071,32.9464,76.81,0.74,0.47,-0.1,-0.76,-0.19,-0.94,2.21,24.3,22.51,17.34,20.18,20.95,19.03,6.64,1.97,23.9,21.12,46.38,18.61,18.26,21.2,20.56,21.38,51.1538,37.1762,75.8117,7.8747,48.9416,32.3684,71.9335,8.9423,42.6049,39.1551,50.5495,50.9709,0.0894,0.0717
2385,George Washington,2016,65.896,112.685,102.02,50.7976,48.6535,16.5244,17.4941,34.44867,27.91545,39.10665,26.974870000000006,22.4696,49.4609,28.0696,16.6795,53.113,30.2075,77.57,-0.16,-0.48,1.91,1.79,0.9,2.69,2.26,24.39,17.4,18.17,20.02,24.53,19.89,14.27,14.49,17.19,21.99,32.05,15.59,16.61,15.93,25.43,26.43,48.4332,37.0523,75.2914,8.722999999999999,48.2205,32.955999999999996,72.21300000000001,9.1962,33.0902,35.6822,54.5918,46.4848,0.0892,0.0857
2386,Arkansas,2016,69.627,110.55,99.8717,49.748999999999995,49.8372,15.3332,19.6283,30.85809,30.08621,37.5502,42.86489,20.7517,53.3387,25.9096,23.1381,47.8661,28.9958,76.64,0.24,0.03,-1.72,-0.2,0.94,0.74,2.07,34.91,13.72,25.1,25.08,12.56,23.54,8.97,12.35,12.23,21.84,44.62,17.0,14.22,13.9,21.8,33.08,46.0635,39.7059,69.385,13.6781,47.7064,35.8696,70.0,9.6685,27.3092,34.943000000000005,57.7576,55.6663,0.0992,0.0709
2387,Georgia,2016,67.0982,107.252,96.3067,48.0698,45.5213,19.1837,15.6296,32.37469,29.78723,43.52195,41.09312,24.2815,48.2299,27.4885,24.0608,43.1406,32.7986,76.78,-1.39,0.92,0.79,0.18,-0.49,-0.31,1.68,30.95,28.88,21.69,13.26,17.44,18.72,7.49,10.14,15.09,30.84,36.45,18.18,13.55,18.4,24.19,25.68,44.7796,36.7893,70.8384,14.5851,42.8332,33.0779,70.197,10.2088,31.6235,39.6255,53.0663,50.0,0.0702,0.0912
2388,Northwestern,2016,63.5759,110.971,99.7238,52.4731,46.4966,15.7594,16.4259,30.53571,28.28547,28.3871,35.03363,15.2778,48.5243,36.1979,21.4117,46.3288,32.2596,78.02,2.61,0.33,0.89,1.0,1.38,2.38,1.61,31.15,22.29,21.94,13.49,19.73,22.55,5.59,5.96,20.51,32.37,35.56,15.08,15.31,22.98,20.96,25.67,51.5683,35.8247,66.6667,10.745999999999999,43.4281,34.4985,72.32,8.9483,41.7204,36.8834,62.963,62.5698,0.059000000000000004,0.0747
2389,Virginia Tech,2016,69.4076,110.235,98.9151,49.9744,48.9524,18.0067,17.9261,30.31046,31.80016,49.35996,33.47619,25.6098,51.5244,22.8659,19.0551,52.126000000000005,28.8189,77.09,0.61,0.56,0.18,-0.29,0.51,0.22,1.21,33.86,23.25,13.64,20.81,24.85,17.46,5.11,5.51,8.26,41.08,40.04,14.6,13.79,15.51,28.85,27.25,49.0566,34.7826,69.7095,9.4625,50.1136,31.3222,68.8478,13.2801,29.4419,37.0952,48.6301,50.9934,0.0757,0.0806
2390,Hawaii,2016,70.5206,108.243,96.5071,51.8733,44.8832,18.1288,19.8325,30.37858,26.41026,45.39945,40.15573,23.1742,49.0412,27.7846,24.1898,50.1644,25.6458,77.22,0.82,0.14,-0.47,-0.3,2.02,1.72,2.15,33.09,15.74,17.62,21.37,19.13,26.15,10.79,10.96,17.62,31.82,28.82,13.58,13.5,18.41,22.61,31.9,54.0954,32.2443,68.932,10.151,44.7987,30.033,71.3296,7.7408,38.7879,33.7041,59.1787,47.905,0.1035,0.0826
2391,Tulsa,2016,68.4348,111.352,99.564,50.3245,48.2408,15.5839,20.4032,27.91703,30.461270000000006,39.58897,34.579440000000005,21.0102,51.1036,27.8862,21.1944,46.3404,32.4652,76.36,0.42,0.14,-1.6,-0.99,-0.08,-1.07,2.73,32.27,16.44,22.29,22.16,21.84,17.27,9.62,16.4,15.88,21.89,36.2,16.68,22.46,21.62,18.71,20.53,51.1036,32.6379,67.623,7.7594,44.9869,35.8631,75.0397,9.1681,36.2899,36.9434,52.9842,50.8587,0.0973,0.0761
2392,Georgia Tech,2016,67.1515,112.551,100.025,49.8372,49.0745,16.6587,14.5919,37.46006,27.179890000000004,31.67442,31.65638,18.6717,57.0778,24.2505,18.7426,56.9745,24.2829,77.4,0.39,-0.15,1.47,1.16,0.26,1.42,2.44,34.81,22.55,16.71,25.03,21.21,14.5,3.34,6.83,22.83,41.28,25.71,10.45,9.8,20.92,32.63,26.2,48.4224,35.6784,72.2467,10.3142,49.5219,32.0373,71.5142,6.3104,27.7674,30.5173,50.4663,46.8314,0.0653,0.0699
2393,Houston,2016,66.2536,116.884,104.264,52.1547,47.3442,15.3941,18.3528,35.77661,33.27717,34.37175,36.04336,18.8611,55.0889,26.0501,21.1643,52.4368,26.3989,76.87,-0.39,-0.58,0.18,0.55,0.7,1.25,1.91,36.76,19.54,25.82,19.16,21.26,14.22,6.9,11.3,22.85,26.84,32.11,15.61,14.95,26.73,22.62,20.08,52.1407,34.7896,70.5438,10.1498,48.3361,30.3266,70.5263,8.5627,32.0872,34.8509,45.9309,48.9691,0.0883,0.0749
2394,Arkansas Little Rock,2016,63.2633,108.951,95.6244,51.8589,45.938,15.6085,21.0294,26.71546,29.50963,31.43794,38.34015,18.0915,50.1727,31.7358,22.2936,46.2679,31.4385,76.15,-0.93,-1.81,-0.7,-0.94,1.24,0.3,2.35,36.88,22.33,21.88,14.88,23.64,17.26,10.5,11.3,19.52,25.94,32.75,0.01,0.01,52.9,47.06,0.02,48.9057,38.2215,72.8696,9.375,45.7031,30.8588,68.75,7.7441,35.0465,40.152,50.6053,52.2059,0.0977,0.0622
2395,Dayton,2016,67.8498,106.934,93.5907,51.5523,46.865,18.645,18.0337,28.68421,24.23263,40.79521,32.83741,20.8943,51.3999,27.7058,18.9338,47.7022,33.364000000000004,76.75,0.33,-0.14,0.19,-0.84,0.32,-0.52,1.56,34.81,17.96,18.33,25.16,20.71,17.84,8.24,5.91,19.32,29.96,36.57,17.05,16.26,20.85,22.9,22.94,51.5075,34.4237,66.7557,12.1951,43.6501,34.9206,66.6667,8.0402,34.9673,36.8225,57.5359,54.7963,0.0856,0.0703
2396,BYU,2016,73.4091,112.358,98.8938,52.8913,48.3439,15.9098,17.819000000000003,31.2455,25.19913,35.30435,31.89655,18.7917,48.8652,32.3431,19.1578,48.8619,31.9803,77.92,1.84,0.9,1.25,0.74,0.99,1.73,1.71,27.54,24.83,21.59,20.98,19.17,13.42,6.03,6.62,26.55,22.76,38.05,13.36,12.21,24.69,23.21,26.52,50.1714,38.4067,69.335,11.2491,47.0416,33.6527,71.835,9.1844,36.5652,37.8857,55.545,53.8378,0.0928,0.0749
